,index,batsman,innings,runs,balls_faced,zeros,ones,twos,threes,fours,fives,sixes,dismissal_type,strike_batsman_x,offstrike_batsman,bowler,out,batting_pos,strike_batsman_y,batting_team,match_id
178,6,TAM Siriwardana,1,19,26,10,13,3,0,0,0,0,caught,TAM Siriwardana,LD Chandimal,MA Starc,True,7,TAM Siriwardana,Sri Lanka,995457
179,7,NLTC Perera,1,21,14,6,2,2,1,3,0,0,caught,NLTC Perera,LD Chandimal,JP Faulkner,True,8,NLTC Perera,Sri Lanka,995457
180,8,MDK Perera,1,10,6,3,0,1,0,2,0,0,caught,MDK Perera,LD Chandimal,JP Faulkner,True,9,MDK Perera,Sri Lanka,995457
181,9,MA Aponso,1,2,2,0,2,0,0,0,0,0,,,,,False,10,MA Aponso,Sri Lanka,995457
182,10,DA Warner,2,8,17,11,5,0,1,0,0,0,caught,DA Warner,AJ Finch,NLTC Perera,True,1,DA Warner,Australia,995457
183,11,AJ Finch,2,56,48,26,10,3,0,7,0,2,caught,AJ Finch,SPD Smith,MA Aponso,True,2,AJ Finch,Australia,995457
184,12,SPD Smith,2,58,95,58,28,2,2,5,0,0,caught,SPD Smith,GJ Bailey,MDK Perera,True,3,SPD Smith,Australia,995457
185,13,MS Wade,2,26,35,14,16,5,0,0,0,0,caught,MS Wade,SPD Smith,PADLR Sandakan,True,4,MS Wade,Australia,995457
186,14,GJ Bailey,2,39,56,30,20,2,1,3,0,0,caught,GJ Bailey,TM Head,MDK Perera,True,5,GJ Bailey,Australia,995457
187,15,MC Henriques,2,6,7,2,4,1,0,0,0,0,caught,MC Henriques,GJ Bailey,PADLR Sandakan,True,6,MC Henriques,Australia,995457
188,16,TM Head,2,10,17,10,6,0,0,1,0,0,stumped,TM Head,JP Faulkner,MDK Perera,True,7,TM Head,Australia,995457
189,17,JP Faulkner,2,5,8,4,3,1,0,0,0,0,,,,,False,8,JP Faulkner,Australia,995457
190,18,MA Starc,2,5,7,3,3,1,0,0,0,0,,,,,False,9,MA Starc,Australia,995457
191,0,PJ Moor,1,42,76,51,19,1,1,3,0,1,caught,PJ Moor,H Masakadza,Mirwais Ashraf,True,1,PJ Moor,Zimbabwe,953343
192,1,CJ Chibhabha,1,1,4,3,1,0,0,0,0,0,lbw,CJ Chibhabha,PJ Moor,Amir Hamza,True,2,CJ Chibhabha,Zimbabwe,953343
193,2,H Masakadza,1,110,112,53,42,4,0,9,0,4,caught,H Masakadza,LM Jongwe,Rashid Khan,True,3,H Masakadza,Zimbabwe,953343
194,3,R Mutumbami,1,40,49,29,14,1,0,3,0,2,caught,R Mutumbami,H Masakadza,Mohammad Nabi,True,4,R Mutumbami,Zimbabwe,953343
195,4,E Chigumbura,1,3,19,16,3,0,0,0,0,0,lbw,E Chigumbura,H Masakadza,Mohammad Nabi,True,5,E Chigumbura,Zimbabwe,953343
196,5,Sikandar Raza,1,29,23,7,12,0,1,2,0,1,caught,Sikandar Raza,H Masakadza,Rashid Khan,True,6,Sikandar Raza,Zimbabwe,953343
197,6,MN Waller,1,0,2,2,0,0,0,0,0,0,bowled,MN Waller,H Masakadza,Dawlat Zadran,True,7,MN Waller,Zimbabwe,953343
198,7,LM Jongwe,1,2,6,4,2,0,0,0,0,0,hit wicket,LM Jongwe,AG Cremer,Dawlat Zadran,True,8,LM Jongwe,Zimbabwe,953343
199,8,AG Cremer,1,12,7,2,2,1,0,2,0,0,caught,AG Cremer,TS Chisoro,Amir Hamza,True,9,AG Cremer,Zimbabwe,953343
200,9,N Madziva,1,2,3,1,2,0,0,0,0,0,stumped,N Madziva,AG Cremer,Amir Hamza,True,10,N Madziva,Zimbabwe,953343
201,10,TS Chisoro,1,1,1,0,1,0,0,0,0,0,,,,,False,11,TS Chisoro,Zimbabwe,953343
202,11,Mohammad Shahzad,2,25,23,14,3,1,0,5,0,0,bowled,Mohammad Shahzad,Noor Ali Zadran,LM Jongwe,True,1,Mohammad Shahzad,Afghanistan,953343
203,12,Noor Ali Zadran,2,30,44,29,8,3,0,4,0,0,caught,Noor Ali Zadran,Hashmatullah Shahidi,LM Jongwe,True,2,Noor Ali Zadran,Afghanistan,953343
204,13,Nawroz Mangal,2,2,7,5,2,0,0,0,0,0,caught,Nawroz Mangal,Noor Ali Zadran,LM Jongwe,True,3,Nawroz Mangal,Afghanistan,953343
205,14,Hashmatullah Shahidi,2,32,57,36,16,2,0,3,0,0,bowled,Hashmatullah Shahidi,Asghar Stanikzai,Sikandar Raza,True,4,Hashmatullah Shahidi,Afghanistan,953343
206,15,Mohammad Nabi,2,26,33,16,14,1,0,1,0,1,lbw,Mohammad Nabi,Hashmatullah Shahidi,AG Cremer,True,5,Mohammad Nabi,Afghanistan,953343
207,16,Asghar Stanikzai,2,8,28,21,6,1,0,0,0,0,caught,Asghar Stanikzai,Gulbadin Naib,Sikandar Raza,True,6,Asghar Stanikzai,Afghanistan,953343
208,17,Gulbadin Naib,2,82,70,31,26,4,0,3,0,6,,,,,False,7,Gulbadin Naib,Afghanistan,953343
209,18,Rashid Khan,2,31,42,22,16,0,1,3,0,0,caught,Rashid Khan,Gulbadin Naib,N Madziva,True,8,Rashid Khan,Afghanistan,953343
210,19,Mirwais Ashraf,2,0,1,1,0,0,0,0,0,0,bowled,Mirwais Ashraf,Gulbadin Naib,N Madziva,True,9,Mirwais Ashraf,Afghanistan,953343
211,20,Dawlat Zadran,2,1,1,0,1,0,0,0,0,0,,,,,False,10,Dawlat Zadran,Afghanistan,953343
212,0,PJ Moor,1,52,73,49,12,8,0,0,0,4,caught,PJ Moor,CJ Chibhabha,Rashid Khan,True,1,PJ Moor,Zimbabwe,953341
213,1,CJ Chibhabha,1,53,92,51,35,4,0,1,0,1,caught,CJ Chibhabha,H Masakadza,Rashid Khan,True,2,CJ Chibhabha,Zimbabwe,953341
214,2,MN Waller,1,15,18,9,6,1,1,1,0,0,caught,MN Waller,CJ Chibhabha,Mirwais Ashraf,True,3,MN Waller,Zimbabwe,953341
215,3,H Masakadza,1,26,40,24,12,1,0,3,0,0,caught,H Masakadza,R Mutumbami,Amir Hamza,True,4,H Masakadza,Zimbabwe,953341
216,4,R Mutumbami,1,14,20,10,8,1,0,1,0,0,caught,R Mutumbami,E Chigumbura,Amir Hamza,True,5,R Mutumbami,Zimbabwe,953341
217,5,E Chigumbura,1,13,13,6,5,0,0,2,0,0,lbw,E Chigumbura,Sikandar Raza,Rashid Khan,True,6,E Chigumbura,Zimbabwe,953341
218,6,Sikandar Raza,1,9,12,6,5,0,0,1,0,0,bowled,Sikandar Raza,LM Jongwe,Dawlat Zadran,True,7,Sikandar Raza,Zimbabwe,953341
219,7,LM Jongwe,1,12,11,4,4,2,0,1,0,0,caught,LM Jongwe,N Madziva,Dawlat Zadran,True,8,LM Jongwe,Zimbabwe,953341
220,8,AG Cremer,1,11,10,4,3,2,0,1,0,0,caught,AG Cremer,LM Jongwe,Dawlat Zadran,True,9,AG Cremer,Zimbabwe,953341
221,9,N Madziva,1,6,7,4,2,0,0,1,0,0,,,,,False,10,N Madziva,Zimbabwe,953341
222,10,TS Chisoro,1,0,1,1,0,0,0,0,0,0,bowled,TS Chisoro,N Madziva,Mirwais Ashraf,True,11,TS Chisoro,Zimbabwe,953341
223,11,Noor Ali Zadran,2,4,6,5,0,0,0,1,0,0,caught,Noor Ali Zadran,Mohammad Shahzad,N Madziva,True,1,Noor Ali Zadran,Afghanistan,953341
224,12,Mohammad Shahzad,2,45,74,47,19,3,0,5,0,0,lbw,Mohammad Shahzad,Hashmatullah Shahidi,CJ Chibhabha,True,2,Mohammad Shahzad,Afghanistan,953341
225,13,Asghar Stanikzai,2,2,16,14,2,0,0,0,0,0,caught,Asghar Stanikzai,Mohammad Shahzad,N Madziva,True,3,Asghar Stanikzai,Afghanistan,953341
226,14,Rashid Khan,2,10,14,10,2,0,0,2,0,0,caught,Rashid Khan,Mohammad Shahzad,LM Jongwe,True,4,Rashid Khan,Afghanistan,953341
227,15,Mohammad Nabi,2,11,20,13,5,1,0,1,0,0,bowled,Mohammad Nabi,Mohammad Shahzad,AG Cremer,True,5,Mohammad Nabi,Afghanistan,953341
228,16,Hashmatullah Shahidi,2,31,68,46,17,3,0,2,0,0,lbw,Hashmatullah Shahidi,Mirwais Ashraf,AG Cremer,True,6,Hashmatullah Shahidi,Afghanistan,953341
229,17,Karim Sadiq,2,5,15,11,3,1,0,0,0,0,caught,Karim Sadiq,Hashmatullah Shahidi,CJ Chibhabha,True,7,Karim Sadiq,Afghanistan,953341
230,18,Shafiqullah,2,2,3,2,0,1,0,0,0,0,caught,Shafiqullah,Hashmatullah Shahidi,CJ Chibhabha,True,8,Shafiqullah,Afghanistan,953341
231,19,Mirwais Ashraf,2,18,28,16,10,0,0,2,0,0,bowled,Mirwais Ashraf,Dawlat Zadran,CJ Chibhabha,True,9,Mirwais Ashraf,Afghanistan,953341
232,20,Dawlat Zadran,2,16,24,15,6,1,0,2,0,0,,,,,False,10,Dawlat Zadran,Afghanistan,953341
233,21,Amir Hamza,2,3,10,8,1,1,0,0,0,0,caught,Amir Hamza,Dawlat Zadran,LM Jongwe,True,11,Amir Hamza,Afghanistan,953341
234,0,PJ Moor,1,0,3,3,0,0,0,0,0,0,lbw,PJ Moor,CJ Chibhabha,Amir Hamza,True,1,PJ Moor,Zimbabwe,953339
235,1,CJ Chibhabha,1,0,2,2,0,0,0,0,0,0,caught,CJ Chibhabha,H Masakadza,Dawlat Zadran,True,2,CJ Chibhabha,Zimbabwe,953339
236,2,H Masakadza,1,83,139,90,39,1,0,6,0,3,caught,H Masakadza,TS Chisoro,Dawlat Zadran,True,3,H Masakadza,Zimbabwe,953339
237,3,R Mutumbami,1,14,28,22,2,2,0,2,0,0,caught,R Mutumbami,H Masakadza,Mohammad Nabi,True,4,R Mutumbami,Zimbabwe,953339
238,4,E Chigumbura,1,1,3,2,1,0,0,0,0,0,bowled,E Chigumbura,H Masakadza,Mirwais Ashraf,True,5,E Chigumbura,Zimbabwe,953339
239,5,Sikandar Raza,1,1,7,6,1,0,0,0,0,0,bowled,Sikandar Raza,H Masakadza,Mirwais Ashraf,True,6,Sikandar Raza,Zimbabwe,953339
240,6,MN Waller,1,8,13,11,0,0,0,2,0,0,run out,MN Waller,H Masakadza,,True,7,MN Waller,Zimbabwe,953339
241,7,LM Jongwe,1,0,3,3,0,0,0,0,0,0,caught,LM Jongwe,H Masakadza,Rashid Khan,True,8,LM Jongwe,Zimbabwe,953339
242,8,AG Cremer,1,58,76,42,28,0,0,3,0,3,caught,AG Cremer,H Masakadza,Mirwais Ashraf,True,9,AG Cremer,Zimbabwe,953339
243,9,N Madziva,1,0,6,6,0,0,0,0,0,0,lbw,N Madziva,H Masakadza,Amir Hamza,True,10,N Madziva,Zimbabwe,953339
244,10,TS Chisoro,1,6,13,8,4,1,0,0,0,0,,,,,False,11,TS Chisoro,Zimbabwe,953339
245,11,Noor Ali Zadran,2,0,4,4,0,0,0,0,0,0,bowled,Noor Ali Zadran,Mohammad Shahzad,N Madziva,True,1,Noor Ali Zadran,Afghanistan,953339
246,12,Mohammad Shahzad,2,31,23,12,3,3,0,4,0,1,caught,Mohammad Shahzad,Hashmatullah Shahidi,TS Chisoro,True,2,Mohammad Shahzad,Afghanistan,953339
247,13,Mohammad Nabi,2,0,1,1,0,0,0,0,0,0,caught,Mohammad Nabi,Mohammad Shahzad,N Madziva,True,3,Mohammad Nabi,Afghanistan,953339
248,14,Asghar Stanikzai,2,6,7,4,2,0,0,1,0,0,caught,Asghar Stanikzai,Mohammad Shahzad,TS Chisoro,True,4,Asghar Stanikzai,Afghanistan,953339
249,15,Hashmatullah Shahidi,2,3,16,13,3,0,0,0,0,0,caught,Hashmatullah Shahidi,Mirwais Ashraf,LM Jongwe,True,5,Hashmatullah Shahidi,Afghanistan,953339
250,16,Mirwais Ashraf,2,1,3,2,1,0,0,0,0,0,caught,Mirwais Ashraf,Samiullah Shenwari,LM Jongwe,True,6,Mirwais Ashraf,Afghanistan,953339
251,17,Samiullah Shenwari,2,2,8,6,2,0,0,0,0,0,caught,Samiullah Shenwari,Rashid Khan,LM Jongwe,True,7,Samiullah Shenwari,Afghanistan,953339
252,18,Shafiqullah,2,0,1,1,0,0,0,0,0,0,caught,Shafiqullah,Samiullah Shenwari,N Madziva,True,8,Shafiqullah,Afghanistan,953339
253,19,Rashid Khan,2,3,4,1,3,0,0,0,0,0,caught,Rashid Khan,Dawlat Zadran,LM Jongwe,True,9,Rashid Khan,Afghanistan,953339
254,20,Dawlat Zadran,2,7,21,17,3,0,0,1,0,0,,,,,False,10,Dawlat Zadran,Afghanistan,953339
255,21,Amir Hamza,2,1,12,11,1,0,0,0,0,0,caught,Amir Hamza,Dawlat Zadran,LM Jongwe,True,11,Amir Hamza,Afghanistan,953339
256,0,PJ Moor,1,50,51,32,10,1,0,5,0,3,stumped,PJ Moor,R Mutumbami,Mohammad Nabi,True,1,PJ Moor,Zimbabwe,953337
257,1,R Mutumbami,1,21,48,37,7,2,0,1,0,1,caught and bowled,R Mutumbami,H Masakadza,Rokhan Barakzai,True,2,R Mutumbami,Zimbabwe,953337
258,2,H Masakadza,1,47,64,30,29,1,0,4,0,0,bowled,H Masakadza,CR Ervine,Mohammad Nabi,True,3,H Masakadza,Zimbabwe,953337
259,3,CR Ervine,1,73,98,54,33,3,0,7,0,1,caught,CR Ervine,Sikandar Raza,Dawlat Zadran,True,4,CR Ervine,Zimbabwe,953337
260,4,E Chigumbura,1,13,15,9,3,2,0,0,0,1,caught,E Chigumbura,CR Ervine,Rokhan Barakzai,True,5,E Chigumbura,Zimbabwe,953337
261,5,Sikandar Raza,1,13,10,3,5,0,0,2,0,0,caught,Sikandar Raza,LM Jongwe,Dawlat Zadran,True,6,Sikandar Raza,Zimbabwe,953337
262,6,MN Waller,1,0,1,1,0,0,0,0,0,0,bowled,MN Waller,Sikandar Raza,Dawlat Zadran,True,7,MN Waller,Zimbabwe,953337
263,7,LM Jongwe,1,13,10,2,7,0,0,0,0,1,,,,,False,8,LM Jongwe,Zimbabwe,953337
264,8,AG Cremer,1,12,6,0,4,1,0,0,0,1,,,,,False,9,AG Cremer,Zimbabwe,953337
265,9,Noor Ali Zadran,2,31,52,32,15,2,0,3,0,0,caught,Noor Ali Zadran,Mohammad Shahzad,Sikandar Raza,True,1,Noor Ali Zadran,Afghanistan,953337
266,10,Mohammad Shahzad,2,131,136,72,43,6,0,7,0,8,,,,,False,2,Mohammad Shahzad,Afghanistan,953337
267,11,Mohammad Nabi,2,33,37,19,11,3,0,4,0,0,run out,Mohammad Shahzad,Mohammad Nabi,,True,3,Mohammad Nabi,Afghanistan,953337
268,12,Nawroz Mangal,2,8,14,10,2,1,0,1,0,0,caught and bowled,Nawroz Mangal,Mohammad Shahzad,AG Cremer,True,4,Nawroz Mangal,Afghanistan,953337
269,13,Asghar Stanikzai,2,1,2,1,1,0,0,0,0,0,bowled,Asghar Stanikzai,Mohammad Shahzad,E Chigumbura,True,5,Asghar Stanikzai,Afghanistan,953337
270,14,Samiullah Shenwari,2,4,14,10,4,0,0,0,0,0,bowled,Samiullah Shenwari,Mohammad Shahzad,E Chigumbura,True,6,Samiullah Shenwari,Afghanistan,953337
271,15,Najibullah Zadran,2,9,8,3,3,1,0,1,0,0,caught,Najibullah Zadran,Mohammad Shahzad,E Chigumbura,True,7,Najibullah Zadran,Afghanistan,953337
272,16,Mirwais Ashraf,2,26,27,16,6,2,0,1,0,2,,,,,False,8,Mirwais Ashraf,Afghanistan,953337
273,0,Noor Ali Zadran,1,63,83,47,25,3,0,8,0,0,caught,Noor Ali Zadran,Samiullah Shenwari,CJ Chibhabha,True,1,Noor Ali Zadran,Afghanistan,953335
274,1,Mohammad Shahzad,1,5,7,5,1,0,0,1,0,0,caught,Mohammad Shahzad,Noor Ali Zadran,WP Masakadza,True,2,Mohammad Shahzad,Afghanistan,953335
275,2,Mohammad Nabi,1,17,18,12,3,0,0,2,0,1,caught,Mohammad Nabi,Noor Ali Zadran,T Muzarabani,True,3,Mohammad Nabi,Afghanistan,953335
276,3,Nawroz Mangal,1,4,9,5,4,0,0,0,0,0,caught,Nawroz Mangal,Noor Ali Zadran,AG Cremer,True,4,Nawroz Mangal,Afghanistan,953335
277,4,Asghar Stanikzai,1,9,32,23,9,0,0,0,0,0,run out,Asghar Stanikzai,Noor Ali Zadran,,True,5,Asghar Stanikzai,Afghanistan,953335
278,5,Samiullah Shenwari,1,3,8,5,3,0,0,0,0,0,caught,Samiullah Shenwari,Najibullah Zadran,Sikandar Raza,True,6,Samiullah Shenwari,Afghanistan,953335
279,6,Najibullah Zadran,1,16,33,23,8,1,0,0,0,1,caught,Najibullah Zadran,Mirwais Ashraf,AG Cremer,True,7,Najibullah Zadran,Afghanistan,953335
280,7,Mirwais Ashraf,1,3,12,9,3,0,0,0,0,0,stumped,Mirwais Ashraf,Dawlat Zadran,AG Cremer,True,8,Mirwais Ashraf,Afghanistan,953335
281,8,Dawlat Zadran,1,1,12,11,1,0,0,0,0,0,caught,Dawlat Zadran,Amir Hamza,AG Cremer,True,9,Dawlat Zadran,Afghanistan,953335
282,9,Amir Hamza,1,2,10,8,2,0,0,0,0,0,,,,,False,10,Amir Hamza,Afghanistan,953335
283,10,Yamin Ahmadzai,1,0,12,12,0,0,0,0,0,0,caught,Yamin Ahmadzai,Amir Hamza,AG Cremer,True,11,Yamin Ahmadzai,Afghanistan,953335
284,11,PJ Moor,2,21,51,35,11,5,0,0,0,0,bowled,PJ Moor,E Chigumbura,Amir Hamza,True,1,PJ Moor,Zimbabwe,953335
285,12,CJ Chibhabha,2,0,1,1,0,0,0,0,0,0,bowled,CJ Chibhabha,PJ Moor,Amir Hamza,True,2,CJ Chibhabha,Zimbabwe,953335
286,13,CR Ervine,2,6,18,15,2,0,0,1,0,0,caught,CR Ervine,PJ Moor,Mirwais Ashraf,True,3,CR Ervine,Zimbabwe,953335
287,14,R Mutumbami,2,0,2,2,0,0,0,0,0,0,bowled,R Mutumbami,PJ Moor,Mirwais Ashraf,True,4,R Mutumbami,Zimbabwe,953335
288,15,E Chigumbura,2,28,42,24,14,1,0,3,0,0,bowled,E Chigumbura,Sikandar Raza,Mohammad Nabi,True,5,E Chigumbura,Zimbabwe,953335
289,16,Sikandar Raza,2,6,25,19,6,0,0,0,0,0,run out,Sikandar Raza,MN Waller,,True,6,Sikandar Raza,Zimbabwe,953335
290,17,MN Waller,2,0,5,5,0,0,0,0,0,0,caught,MN Waller,LM Jongwe,Mohammad Nabi,True,7,MN Waller,Zimbabwe,953335
291,18,LM Jongwe,2,4,8,4,4,0,0,0,0,0,bowled,LM Jongwe,AG Cremer,Amir Hamza,True,8,LM Jongwe,Zimbabwe,953335
292,19,AG Cremer,2,12,22,14,6,1,0,1,0,0,,,,,False,9,AG Cremer,Zimbabwe,953335
293,20,WP Masakadza,2,0,6,6,0,0,0,0,0,0,caught,WP Masakadza,AG Cremer,Mohammad Nabi,True,10,WP Masakadza,Zimbabwe,953335
294,21,T Muzarabani,2,2,8,6,2,0,0,0,0,0,lbw,T Muzarabani,AG Cremer,Amir Hamza,True,11,T Muzarabani,Zimbabwe,953335
295,0,Q de Kock,1,109,87,30,37,4,0,16,0,0,caught,Q de Kock,HM Amla,RAS Lakmal,True,1,Q de Kock,South Africa,936167
296,1,HM Amla,1,154,135,52,62,1,0,15,0,5,caught,HM Amla,F Behardien,LD Madushanka,True,2,HM Amla,South Africa,936167
297,2,F du Plessis,1,41,35,10,19,3,0,1,0,2,caught,F du Plessis,HM Amla,LD Madushanka,True,3,F du Plessis,South Africa,936167
298,3,AB de Villiers,1,14,10,3,4,1,0,2,0,0,caught,AB de Villiers,HM Amla,JDF Vandersay,True,4,AB de Villiers,South Africa,936167
299,4,JP Duminy,1,10,12,5,6,0,0,1,0,0,caught,JP Duminy,HM Amla,RAS Lakmal,True,5,JP Duminy,South Africa,936167
300,5,F Behardien,1,32,21,5,10,3,0,1,0,2,caught,F Behardien,CH Morris,RAS Lakmal,True,6,F Behardien,South Africa,936167
301,6,CH Morris,1,3,6,3,3,0,0,0,0,0,,,,,False,7,CH Morris,South Africa,936167
302,7,WD Parnell,1,1,1,0,1,0,0,0,0,0,,,,,False,8,WD Parnell,South Africa,936167
303,8,N Dickwella,2,39,20,7,5,1,0,5,0,2,caught,N Dickwella,DS Weerakkody,WD Parnell,True,1,N Dickwella,Sri Lanka,936167
304,9,WU Tharanga,2,7,11,7,1,3,0,0,0,0,caught,WU Tharanga,N Dickwella,CH Morris,True,2,WU Tharanga,Sri Lanka,936167
305,10,BKG Mendis,2,1,8,7,1,0,0,0,0,0,caught,BKG Mendis,N Dickwella,CH Morris,True,3,BKG Mendis,Sri Lanka,936167
306,11,DS Weerakkody,2,10,9,4,2,2,0,1,0,0,caught,DS Weerakkody,DM de Silva,WD Parnell,True,4,DS Weerakkody,Sri Lanka,936167
307,12,DM de Silva,2,11,20,12,7,0,0,1,0,0,bowled,DM de Silva,DAS Gunaratne,Imran Tahir,True,5,DM de Silva,Sri Lanka,936167
308,13,DAS Gunaratne,2,114,119,62,36,5,0,14,0,2,,,,,False,6,DAS Gunaratne,Sri Lanka,936167
309,14,SS Pathirana,2,56,66,39,15,4,1,6,0,1,caught,SS Pathirana,DAS Gunaratne,CH Morris,True,7,SS Pathirana,Sri Lanka,936167
310,15,LD Madushanka,2,7,10,6,3,0,0,1,0,0,run out,LD Madushanka,DAS Gunaratne,,True,8,LD Madushanka,Sri Lanka,936167
311,16,JDF Vandersay,2,7,19,15,3,0,0,1,0,0,bowled,JDF Vandersay,DAS Gunaratne,CH Morris,True,9,JDF Vandersay,Sri Lanka,936167
312,17,RAS Lakmal,2,20,29,18,8,1,0,1,0,1,,,,,False,10,RAS Lakmal,Sri Lanka,936167
313,0,HM Amla,1,1,9,8,1,0,0,0,0,0,caught,HM Amla,Q de Kock,CBRLS Kumara,True,1,HM Amla,South Africa,936165
314,1,Q de Kock,1,55,46,22,15,0,0,7,0,2,caught,Q de Kock,F du Plessis,SS Pathirana,True,2,Q de Kock,South Africa,936165
315,2,F du Plessis,1,185,144,35,77,13,0,16,0,3,caught,F du Plessis,F Behardien,LD Madushanka,True,3,F du Plessis,South Africa,936165
316,3,AB de Villiers,1,64,62,17,35,5,1,4,0,0,bowled,AB de Villiers,F du Plessis,SS Pathirana,True,4,AB de Villiers,South Africa,936165
317,4,JP Duminy,1,20,22,8,12,0,0,2,0,0,caught,JP Duminy,F du Plessis,CBRLS Kumara,True,5,JP Duminy,South Africa,936165
318,5,F Behardien,1,36,21,4,10,2,0,4,0,1,,,,,False,6,F Behardien,South Africa,936165
319,6,WD Parnell,1,1,1,0,1,0,0,0,0,0,,,,,False,7,WD Parnell,South Africa,936165
320,7,N Dickwella,2,58,48,21,14,4,0,9,0,0,caught,N Dickwella,WU Tharanga,D Pretorius,True,1,N Dickwella,Sri Lanka,936165
321,8,WU Tharanga,2,119,90,42,27,3,0,11,0,7,caught,WU Tharanga,DS Weerakkody,WD Parnell,True,2,WU Tharanga,Sri Lanka,936165
322,9,BKG Mendis,2,29,34,16,13,2,0,3,0,0,caught,BKG Mendis,WU Tharanga,WD Parnell,True,3,BKG Mendis,Sri Lanka,936165
323,10,DS Weerakkody,2,58,52,21,22,1,0,7,0,1,caught,DS Weerakkody,SS Pathirana,Imran Tahir,True,4,DS Weerakkody,Sri Lanka,936165
324,11,DM de Silva,2,5,14,9,5,0,0,0,0,0,lbw,DM de Silva,DS Weerakkody,K Rabada,True,5,DM de Silva,Sri Lanka,936165
325,12,DAS Gunaratne,2,38,31,9,16,2,0,3,0,1,caught,DAS Gunaratne,DS Weerakkody,K Rabada,True,6,DAS Gunaratne,Sri Lanka,936165
326,13,KMDN Kulasekara,2,1,2,1,1,0,0,0,0,0,lbw,KMDN Kulasekara,DS Weerakkody,Imran Tahir,True,7,KMDN Kulasekara,Sri Lanka,936165
327,14,SS Pathirana,2,1,4,3,1,0,0,0,0,0,caught,SS Pathirana,LD Madushanka,D Pretorius,True,8,SS Pathirana,Sri Lanka,936165
328,15,LD Madushanka,2,6,8,5,2,0,0,1,0,0,caught,LD Madushanka,CBRLS Kumara,WD Parnell,True,9,LD Madushanka,Sri Lanka,936165
329,16,CBRLS Kumara,2,1,7,6,1,0,0,0,0,0,,,,,False,10,CBRLS Kumara,Sri Lanka,936165
330,17,PADLR Sandakan,2,1,2,1,1,0,0,0,0,0,bowled,PADLR Sandakan,CBRLS Kumara,WD Parnell,True,11,PADLR Sandakan,Sri Lanka,936165
331,0,N Dickwella,1,74,82,36,32,7,0,7,0,0,caught,N Dickwella,SS Pathirana,D Pretorius,True,1,N Dickwella,Sri Lanka,936163
332,1,WU Tharanga,1,31,46,32,7,2,0,5,0,0,caught,WU Tharanga,N Dickwella,K Rabada,True,2,WU Tharanga,Sri Lanka,936163
333,2,BKG Mendis,1,4,8,5,2,1,0,0,0,0,caught,BKG Mendis,N Dickwella,AL Phehlukwayo,True,3,BKG Mendis,Sri Lanka,936163
334,3,LD Chandimal,1,4,14,10,4,0,0,0,0,0,caught,LD Chandimal,N Dickwella,AL Phehlukwayo,True,4,LD Chandimal,Sri Lanka,936163
335,4,DM de Silva,1,16,26,20,1,2,1,2,0,0,caught,DM de Silva,N Dickwella,CH Morris,True,5,DM de Silva,Sri Lanka,936163
336,5,DAS Gunaratne,1,2,15,13,2,0,0,0,0,0,caught,DAS Gunaratne,N Dickwella,K Rabada,True,6,DAS Gunaratne,Sri Lanka,936163
337,6,SS Pathirana,1,18,26,15,6,4,0,1,0,0,bowled,SS Pathirana,CBRLS Kumara,Imran Tahir,True,7,SS Pathirana,Sri Lanka,936163
338,7,LD Madushanka,1,0,7,7,0,0,0,0,0,0,caught,LD Madushanka,SS Pathirana,D Pretorius,True,8,LD Madushanka,Sri Lanka,936163
339,8,RAS Lakmal,1,0,6,6,0,0,0,0,0,0,caught,RAS Lakmal,SS Pathirana,D Pretorius,True,9,RAS Lakmal,Sri Lanka,936163
340,9,CBRLS Kumara,1,5,7,5,1,0,0,1,0,0,caught,CBRLS Kumara,PADLR Sandakan,Imran Tahir,True,10,CBRLS Kumara,Sri Lanka,936163
341,10,PADLR Sandakan,1,0,5,5,0,0,0,0,0,0,,,,,False,11,PADLR Sandakan,Sri Lanka,936163
342,11,Q de Kock,2,8,11,7,2,1,0,1,0,0,bowled,Q de Kock,HM Amla,CBRLS Kumara,True,1,Q de Kock,South Africa,936163
343,12,HM Amla,2,34,58,38,14,2,0,4,0,0,run out,AB de Villiers,HM Amla,,True,2,HM Amla,South Africa,936163
344,13,F du Plessis,2,24,27,18,4,1,0,3,0,1,caught,F du Plessis,HM Amla,LD Madushanka,True,3,F du Plessis,South Africa,936163
345,14,AB de Villiers,2,60,64,26,26,7,0,5,0,0,,,,,False,4,AB de Villiers,South Africa,936163
346,15,JP Duminy,2,28,41,20,18,1,0,2,0,0,,,,,False,5,JP Duminy,South Africa,936163
347,0,HM Amla,1,15,14,9,1,1,0,3,0,0,lbw,HM Amla,Q de Kock,RAS Lakmal,True,1,HM Amla,South Africa,936161
348,1,Q de Kock,1,17,22,11,9,0,0,2,0,0,caught,Q de Kock,F du Plessis,DM de Silva,True,2,Q de Kock,South Africa,936161
349,2,F du Plessis,1,105,121,52,53,6,2,7,0,1,caught,F du Plessis,DA Miller,KMDN Kulasekara,True,3,F du Plessis,South Africa,936161
350,3,AB de Villiers,1,3,5,2,3,0,0,0,0,0,caught,AB de Villiers,F du Plessis,PADLR Sandakan,True,4,AB de Villiers,South Africa,936161
351,4,JP Duminy,1,11,19,9,9,1,0,0,0,0,caught,JP Duminy,F du Plessis,SS Pathirana,True,5,JP Duminy,South Africa,936161
